ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Ilyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oligochaete,Gastropod,Tardigrade,Nematode,Hyalella,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Streblocerus,Amphipod,Ilyocryptus,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled
ACCSAC4_2/4/2019_7:00,3.215251375,70.73553026,6.430502751,315.0946348,0,0,32.15251375,3.215251375,257.22011,0,0,0,128.610055,109.3185467,141.4710605,0,125.3948037,0,19.29150825,0,0,0,0,0,0,3.215251375,0,106.1032954,0,0,3.215251375,3.215251375,0,0,3.215251375,0,0,9.645754129,3.215251375,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-04-02,ACCSAC4,07:00:00,11.216,116.3,157.6,102,0.07,88.3,9.67,7.64,52.62,4.12,0.58,0,1,2,"FLOWMETER ROTOR STUCK, 1 in end rotation to represent 30cm sample with no flowmeter data",1.413716694
KNG2_1/29/2019_10:10,0,565.8842421,188.6280807,1509.024646,0,943.1404034,1131.768484,0,4904.330097,0,0,0,7167.867066,0,1886.280807,0,20749.08888,0,377.2561613,0,0,0,3206.677371,2452.165049,0,0,0,377.2561613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KNG2,10:10:00,12.059,397.9,528,343,0.26,110.3,11.85,7.11,18.92,3.69,0.6,0,0,6,NA,0.353429174
RRCAN_4/3/2019_8:35,0,0,53.0516477,751.565009,0,0,0,106.1032954,70.73553026,0,0,0,88.41941283,0,132.6291192,0,1335.133134,0,150.3130018,0,0,0,88.41941283,0,0,26.52582385,0,725.0391852,0,0,17.68388257,0,0,0,0,0,0,0,0,0,8.841941283,0,0,0,0,0,0,0,0,0,0,NA,2019-03-04,RRCAN,08:35:00,16.247,781.9,950.8,626,0.49,76.6,7.46,7.5,61.04,4.62,0.6,0,0,2,NA,0.353429174
ACCSAC4_2/11/2019_7:00,0,41.60913545,0,474.3441441,0,0,12.48274063,12.48274063,149.7928876,0,16.64365418,0,54.09187609,45.77004899,79.05735737,0,145.631974,12.48274063,12.48274063,0,0,0,12.48274063,0,0,0,0,74.89644378,0,0,0,0,0,8.321827088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-11-02,ACCSAC4,07:00:00,9.064,115.9,166.3,108,0.08,94.2,10.8,8.1,26.33,2.8,0.61,0,1,2,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694
ELDCAN_3/20/2019_8:20,0,16.97652726,5.658842421,158.4475878,0,0,8.488263632,0,22.63536968,0,0,0,0,0,0,0,8.488263632,0,2.829421211,0,0,0,0,0,0,0,0,16.97652726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ELDCAN,08:20:00,11.877,127.8,170.4,111,0.08,92.8,10.02,7.35,24.47,2.41,0.64,0,0,1,NA,0.353429174
ELDCAN_2/26/2019_9:30,0,5.658842421,16.97652726,149.9593242,0,0,0,0,33.95305453,0,2.829421211,0,25.46479089,0,48.10016058,0,25.46479089,0,0,0,0,0,2.829421211,0,0,0,0,11.31768484,0,0,8.488263632,0,0,0,2.829421211,0,0,0,0,0,2.829421211,0,0,0,0,0,0,0,0,0,0,NA,NA,ELDCAN,09:30:00,9.25,151.6,216.7,141,0.1,90,10.53,7.48,37.4,2.95,0.64,0,0,2,NA,0.353429174
MNTNEWCAN_3/25/2019_8:20,0,17.68388257,53.0516477,804.6166567,0,35.36776513,282.9421211,8.841941283,0,0,0,0,26.52582385,35.36776513,0,0,450.9390054,0,17.68388257,0,0,0,0,0,0,26.52582385,0,106.1032954,0,0,17.68388257,8.841941283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTNEWCAN,08:20:00,14.533,926.9,1032.8,671,0.51,82.8,8.4,7.31,7.82,4.68,0.64,0,0,1,NA,0.353429174
KNG1_1/29/2019_7:10,0,0,377.2561613,3206.677371,0,0,0,0,1131.768484,0,943.1404034,0,565.8842421,6601.982824,2452.165049,0,57154.30845,0,754.5123229,0,0,0,0,188.6280807,0,0,0,565.8842421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KNG1,07:10:00,11.552,383.4,515.6,335,0.25,49.3,5.37,7.22,21.54,4.91,0.64,0,0,5,NA,0.353429174
MNTNEWCAN2_10/30/2018_8:36,0,94.31404034,0,5753.15646,0,188.6280807,1226.082524,0,9714.346155,0,188.6280807,0,8016.693429,3678.247574,1509.024646,0,0,0,660.1982824,0,0,0,188.6280807,0,0,0,0,10846.11464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTNEWCAN2,08:36:00,15.045,359.8,443.9,288,0.21,44.9,4.51,7.59,7.07,6.65,0.64,0,0,5,Turbidity probe calibrated wrong,0.353429174
MNTNEWCAN_1/28/2019_8:40,0,121.260909,242.521818,4284.552118,0,0,242.521818,0,889.2466662,0,161.681212,0,1333.869999,0,80.84060601,0,3678.247574,0,80.84060601,0,0,0,889.2466662,161.681212,0,0,0,525.4639391,0,0,0,0,80.84060601,0,0,0,40.42030302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTNEWCAN,08:40:00,12.686,665.4,868.9,565,0.43,86.4,9.13,7.12,9.83,4.46,0.65,0,0,4,NA,0.353429174
KNG6_4/3/2019_10:50,0,0,94.31404034,707.3553026,0,0,165.0495706,0,683.7767926,0,94.31404034,0,117.8925504,1391.132095,2570.057599,0,2098.487398,0,282.9421211,0,0,0,47.15702018,141.4710605,0,0,0,212.2065908,0,0,0,70.73553026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8925504,0,70.73553026,0,NA,2019-03-04,KNG6,10:50:00,16.301,752,901,586,0.45,97.1,9.5,7.84,65.05,8.46,0.65,0,0,4,NA,0.353429174
MNT3A_1/28/2019_9:15,0,113.1768484,113.1768484,2082.454011,0,0,0,0,1539.205139,0,1878.735684,0,543.2488724,1041.227005,67.90610905,271.6244362,90.54147874,0,45.27073937,0,0,0,0,905.4147874,0,0,0,67.90610905,0,0,0,113.1768484,0,0,45.27073937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNT3A,09:15:00,10.808,287.3,393.7,256,0.19,68.6,7.46,7.49,16.05,2.09,0.66,0,0,6,NA,0.353429174
KNG4_1/29/2019_9:55,0,1131.768484,707.3553026,1697.652726,0,141.4710605,565.8842421,0,10327.38742,0,1414.710605,0,3395.305453,990.2974237,3112.363332,0,13864.16393,0,565.8842421,0,0,0,1839.123787,141.4710605,0,0,0,424.4131816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KNG4,09:55:00,12.194,380.4,503.1,327,0.24,83.8,8.98,7.26,25.5,3.91,0.66,0,0,7,NA,0.353429174
RRCAN_3/27/2019_8:30,0,0,37.72561613,471.5702018,0,0,0,0,113.1768484,0,0,0,377.2561613,18.86280807,339.53054530000003,0,877.1205753,0,150.9024646,0,0,0,94.31404034,9.431404034,0,28.29421211,0,631.9040703,0,0,28.29421211,0,0,0,0,0,0,0,0,0,9.431404034,0,0,0,0,0,0,0,0,0,0,NA,NA,RRCAN,08:30:00,16.339,770.8,927.8,600,0.46,83,8.1,7.42,52.87,4.74,0.66,0,0,2,NA,0.353429174
MNT3A_12/17/2018_10:05,0,0,141.4710605,1167.136249,0,0,70.73553026,0,3324.569922,0,1167.136249,0,884.1941283,106.1032954,247.5743559,0,389.0454164,0,35.36776513,0,0,0,954.9296586,1096.400719,0,0,0,0,70.73553026,0,70.73553026,0,318.3098862,0,0,0,35.36776513,0,0,0,0,0,35.36776513,0,0,0,0,0,0,0,0,NA,NA,MNT3A,10:05:00,10.275,460.9,640.5,416,0.31,73.2,8.19,7.41,14.36,2.62,0.68,0,0,6,NA,0.353429174
MNTNEW_10/30/2018_9:00,0,0,0,4244.131816,0,0,1980.594847,0,26879.5015,0,0,0,149959.3242,8205.321511,1697.652726,0,282.9421211,0,4244.131816,0,0,0,565.8842421,0,0,0,0,282.9421211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTNEW,09:00:00,10.066,729.5,1016.3,660,0.51,62.2,6.9,7.89,7.27,3.48,0.68,0,0,8,Turbidity probe calibrated wrong,0.353429174
KNG9_1/8/2019_7:50,0,8.084060601,32.33624241,335.488515,0,20.2101515,68.71451512,0,230.3957271,0,0,0,367.8247574,0,97.00872723,0,48.5043636,0,4.042030302,0,0,0,121.260909,133.3869999,0,0,4.042030302,129.3449696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.042030302,0,0,0,0,0,0,NA,2019-08-01,KNG9,07:50:00,8.165,435.5,640.6,416,0.31,80.2,9.42,7.82,6.33,4.78,0.68,0,0,NA,NA,0.353429174
KNGCAN_4/3/2019_10:30,0,47.15702018,117.8925504,1909.859317,0,0,23.57851009,0,919.5618934,0,23.57851009,0,1226.082524,0,2122.065908,0,707.3553026,0,306.520631,0,0,0,70.73553026,0,0,0,0,589.4627521,0,0,47.15702018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-03-04,KNGCAN,10:30:00,15.551,716.7,874.3,568,0.43,65.7,6.53,7.6,33.51,7.51,0.68,0,0,4,NA,0.353429174
MNT3A_10/30/2018_9:31,0,0,0,27162.44362,0,1697.652726,24898.90665,0,19240.06423,0,0,0,70735.53026,3395.305453,0,0,0,0,4527.073937,0,0,0,0,0,0,0,0,3395.305453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNT3A,09:31:00,11.044,1113.9,1524.8,996,0.78,49.5,5.38,7.91,6.38,4.2,0.7,0,0,7,Turbidity probe calibrated wrong,0.353429174
MNT3A_11/26/2018_8:55,0,0,174.1182283,1044.70937,0,0,87.05911417,0,15198.03393,0,3656.482794,0,348.2364567,0,1218.827598,0,0,0,0,0,0,0,1828.241398,87.05911417,0,0,0,174.1182283,87.05911417,0,0,0,87.05911417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNT3A,08:55:00,11.637,553.6,742.5,483,0.37,39.1,4.22,6.91,12.61,2.63,0.71,0,0,7,NA,0.353429174
KNG8_1/29/2019_9:10,0,87.05911417,195.8830069,1001.179813,0,43.52955707,478.8251278,0,2002.359626,0,326.4716782,0,1741.182283,65.29433564,805.296806,0,674.7081349,0,65.29433564,0,0,0,892.3559203,1632.358391,0,0,0,413.5307924,0,0,21.76477854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KNG8,09:10:00,12.172,377.2,499,324,0.24,64.4,6.89,7.2,24.9,5.16,0.73,0,0,5,NA,0.353429174
KNG6_4/10/2019_11:15,0,188.6280807,565.8842421,7733.751308,0,0,1320.396565,0,1131.768484,0,0,0,4715.702018,188.6280807,3395.305453,0,24144.39433,0,1886.280807,0,0,0,754.5123229,188.6280807,0,0,0,5470.214339,0,0,0,0,0,0,188.6280807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-10-04,KNG6,11:15:00,14.144,693.9,874.7,568,0.43,98.8,10.12,8.05,47.02,8.57,0.73,0,0,6,NA,0.353429174
MNTNEW_11/26/2018_9:30,0,0,0,1018.591615,0,0,0,0,16297.46585,0,8827.794001,0,3055.774845,848.8263462,848.8263462,0,339.5305385,0,169.7652692,0,0,0,2376.713769,1358.122154,0,0,0,1018.591615,169.7652692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTNEW,09:30:00,11.468,477.5,643.5,418,0.32,41.8,4.51,7.14,16.69,3.05,0.74,0,0,7,NA,0.353429174
RRCAN_11/26/2018_12:05,0,5.658842421,0,307.6995566,0,28.29421211,62.24726663,2.829421211,28.29421211,0,0,0,31.12363332,0,16.97652726,0,132.9827969,0,8.488263632,0,0,0,11.31768484,2.829421211,0,5.658842421,0,318.3098862,2.829421211,0,11.31768484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RRCAN,12:05:00,13.059,763.8,992.1,645,0.49,74.5,7.84,7.85,49.41,4.91,0.75,0,0,2,NA,0.353429174
KNGCAN_2/26/2019_7:00,0,9.431404034,0,481.0016058,0,0,37.72561613,0,311.2363332,0,113.1768484,0,150.9024646,113.1768484,188.6280807,9.431404034,962.0032116,0,122.6082524,0,0,0,0,18.86280807,0,0,0,245.2165049,0,0,0,28.29421211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KNGCAN,07:00:00,10.39,241.2,332.4,216,0.16,77.9,8.61,7.51,103.3,5.3,0.75,0,0,4,NA,0.353429174
MNTFEA_2/11/2019_8:20,0,9.645754129,0,266.8658642,0,12.8610055,38.58301651,0,0,0,0,0,22.50675963,6.430502751,299.0183779,0,73.95078161,0,28.93726238,0,0,0,6.430502751,0,0,3.215251375,0,57.87452476,0,0,0,0,0,0,0,0,6.430502751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-11-02,MNTFEA,08:20:00,8.909,69.6,101.9,66,0.05,79.8,9.32,7.19,9.26,2.34,0.77,0,1,1,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694
MNTNEWCAN_12/17/2018_9:30,0,220.0660942,188.6280807,2892.297237,0,31.43801345,408.6941747,0,3143.801345,0,565.8842421,0,723.0743095,1414.710605,660.1982824,31.43801345,628.7602689,0,0,0,0,0,0,125.7520538,0,0,0,785.9503363,0,0,31.43801345,94.31404034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTNEWCAN,09:30:00,10.469,365.3,505.2,328,0.25,80.2,8.92,7.33,16.44,3.19,0.77,0,0,6,NA,0.353429174
RG92_12/11/2018_13:30,0,0,141.4710605,990.2974237,0,56.58842421,169.7652726,0,1443.004817,0,339.53054530000003,0,2716.244362,877.1205753,1386.416393,0,226.3536968,0,0,0,0,0,0,0,0,0,0,820.5321511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018-11-12,RG92,13:30:00,11.534,173.1,232.3,151,0.11,83.2,9.01,7.05,11.9,2.81,0.78,0,0,4,NA,0.353429174
ACCSAC1_2/4/2019_7:30,0,4.715702018,0,240.5008029,0,4.715702018,70.73553026,2.357851009,47.15702018,0,0,0,54.2305732,28.29421211,56.58842421,4.715702018,61.30412623,0,47.15702018,0,0,0,0,2.357851009,0,0,0,96.67189138,0,0,7.073553026,14.14710605,0,14.14710605,25.9363611,0,7.073553026,2.357851009,4.715702018,0,0,0,0,4.715702018,0,0,0,0,0,0,0,NA,2019-04-02,ACCSAC1,07:30:00,10.899,90.9,124.3,81,0.06,91.3,10.09,7.22,29.63,3.61,0.78,0,1,1,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694
MNTNEW_12/17/2018_9:25,0,0,56.58842421,339.53054530000003,0,0,56.58842421,0,1244.945333,0,452.7073937,0,509.2958179,0,169.7652726,0,4130.954967,0,565.8842421,0,0,0,226.3536968,6054.961391,0,0,0,565.8842421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTNEW,09:25:00,10.233,313.3,436.1,284,0.21,86.6,9.7,7.41,28.99,2.8,0.79,0,0,6,NA,0.353429174
KNGCAN_3/10/2019_9:15,176.8388257,141.4710605,70.73553026,1733.020491,0,0,35.36776513,0,1273.239545,0,176.8388257,0,282.9421211,141.4710605,318.3098862,0,3607.512043,0,141.4710605,0,0,0,0,0,0,0,0,106.1032954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-10-03,KNGCAN,09:15:00,11.392,268.1,361.8,235,0.17,74.7,8.12,7.66,89.27,5.27,0.79,0,0,5,NA,0.353429174
ACCSAC3_2/4/2019_7:15,0,9.431404033,14.14710605,238.1429519,0,7.073553026,35.36776513,2.357851009,37.72561614,0,2.357851009,0,110.8189974,0,75.4512323,0,49.51487118,0,14.14710605,0,0,0,33.00991413,4.715702018,0,0,0,162.6917196,2.357851009,2.357851009,0,0,0,0,7.073553026,0,7.073553026,0,0,0,2.357851009,0,0,0,0,0,0,0,0,0,0,NA,2019-04-02,ACCSAC3,07:15:00,11.186,120.1,163,106,0.08,87.2,9.56,7.32,42.87,5.37,0.79,0,1,2,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694
MNTNEWCAN_2/25/2019_8:45,70.73553026,70.73553026,212.2065908,6649.139845,0,282.9421211,565.8842421,0,1131.768484,0,919.5618934,0,848.8263632,141.4710605,282.9421211,0,3678.247574,0,212.2065908,0,0,0,0,0,0,0,0,919.5618934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,MNTNEWCAN,08:45:00,10.771,525.5,720.9,469,0.35,74.5,8.25,7.22,32.01,5.38,0.79,0,0,5,NA,0.353429174
KNGCAN_3/6/2019_7:00,0,20.2101515,40.42030302,1333.869999,0,20.2101515,121.260909,0,666.9349996,0,80.84060601,0,666.9349996,141.4710605,586.0943935,0,1940.174544,0,282.9421211,0,0,0,0,20.2101515,0,80.84060601,0,363.7827271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-06-03,KNGCAN,07:00:00,12.942,247.5,320.1,208,0.15,77.6,8.16,7.75,136.54,5.82,0.79,0,0,4,NA,0.353429174
RGSAC_2/11/2019_12:00,0,1.178925505,3.536776513,122.6082524,0,0,8.252478533,0,51.87272219,0,5.894627522,0,21.22065908,3.536776513,29.47313761,1.178925505,34.18883962,1.178925505,2.357851009,0,0,0,2.357851009,1.178925505,0,0,0,14.14710605,0,0,8.252478533,2.357851009,0,0,3.536776513,0,0,1.178925505,0,0,0,1.178925505,0,0,0,0,0,0,0,0,0,NA,2019-11-02,RGSAC,12:00:00,8.886,143.1,206.5,134,0.1,92.8,10.73,7.5,31.88,1.83,0.8,0,1,1,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694
MNTFEA_2/4/2019_8:30,4.420970641,8.841941283,4.420970641,97.26135411,0,4.420970641,22.10485321,0,0,0,0,0,30.94679449,0,415.5712403,0,203.3646495,0,17.68388257,0,0,0,0,0,0,0,0,13.26291192,0,0,0,0,0,0,4.420970641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-04-02,MNTFEA,08:30:00,11.238,79.5,107.8,70,0.05,89.3,9.78,7.35,7.8,5.83,0.8,0,1,1,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694
ELDCAN_3/10/2019_11:25,11.31768484,0,19.80594847,144.3004817,0,2.829421211,5.658842421,0,2.829421211,0,0,0,8.488263632,0,8.488263632,0,48.10016058,0,5.658842421,0,0,0,5.658842421,0,0,0,0,16.97652726,0,2.829421211,0,0,0,0,0,0,0,5.658842421,0,0,0,2.829421211,0,0,0,0,0,0,0,0,0,NA,2019-10-03,ELDCAN,11:25:00,10.44,101.7,140.7,91,0.07,90.4,10.08,7.16,76.92,1.95,0.81,0,0,1,NA,0.353429174
SFTSAC_2/11/2019_10:43,0,0.707355303,0.707355303,35.36776513,0,0,2.122065908,0,21.22065908,0,0.707355303,0,8.488263632,3.536776513,7.073553026,0,7.073553026,0,0,0,0,0,0,0,0,0,0,2.122065908,0,0,3.536776513,2.122065908,0,0.707355303,0.707355303,0,0,0.707355303,2.122065908,0.707355303,0,0,0,0.707355303,0,0,0,0,0,0,0,NA,2019-11-02,SFTSAC,10:43:00,8.691,138.8,201.3,131,0.1,91.9,10.7,7.58,26.49,2.01,0.81,0,1,1,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694
KNG2_12/31/2018_13:30,0,132.0396565,0,773.3751308,0,0,245.2165049,0,169.7652726,0,0,0,264.079313,245.2165049,75.45123229,0,132.0396565,37.72561613,75.45123229,0,0,0,0,2942.598059,0,0,0,18.86280807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.86280807,0,NA,NA,KNG2,13:30:00,8.525,441.8,644,419,0.32,99.8,11.65,7.77,12.16,2.91,0.83,0,0,NA,NA,0.353429174
KNG4_1/8/2019_8:35,0,66.87722862,0,210.9204903,0,20.5776088,82.31043521,5.1444022,262.3645123,0,0,0,318.9529364,102.888044,61.73282642,0,97.74364183,0,5.1444022,0,0,0,0,128.610055,0,0,0,493.8626112,0,0,0,5.1444022,0,0,15.4332066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-08-01,KNG4,08:35:00,8.071,429.9,634.4,412,0.31,75.3,8.88,7.52,7.74,4.65,0.83,0,0,NA,NA,0.353429174
RRCAN_1/29/2019_12:30,0,0,565.8842421,6507.668784,0,141.4710605,282.9421211,141.4710605,919.5618934,0,0,0,707.3553026,70.73553026,2758.68568,0,1980.594847,0,424.4131816,0,0,0,495.1487118,70.73553026,0,70.73553026,0,3466.040983,0,0,0,0,0,0,0,0,70.73553026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RRCAN,12:30:00,14.186,648.5,186.6,531,0.4,70.6,7.22,7.49,106.25,5.33,0.83,0,0,4,NA,0.353429174
ELDCAN_3/6/2019_9:50,0,5.658842421,8.488263632,186.7417999,0,0,5.658842421,0,73.56495147,0,0,0,56.58842421,5.658842421,87.71205753,0,31.12363332,0,2.829421211,0,0,0,11.31768484,0,0,0,0,31.12363332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-06-03,ELDCAN,09:50:00,10.705,110.9,152.6,99,0.07,91.7,10.18,7.28,82.01,2.51,0.84,0,0,2,NA,0.353429174
MNTNEWCAN_12/11/2018_9:20,0,56.58842421,56.58842421,5602.253997,0,339.53054530000003,0,0,5092.958179,0,962.0032116,0,2942.598059,0,1131.768484,0,1244.945333,0,226.3536968,0,0,0,169.7652726,0,0,0,0,1980.594847,0,0,113.1768484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018-11-12,MNTNEWCAN,09:20:00,9.667,257.3,363.4,236,0.18,50.7,5.75,7.09,12.08,2.52,0.84,0,0,6,NA,0.353429174
KLSAC_2/11/2019_12:45,0,4.715702018,4.715702018,344.2462473,0,9.431404033,9.431404033,0,514.0115199,0,51.87272219,0,108.4611464,61.30412623,66.01982824,14.14710605,202.7751868,28.29421211,14.14710605,0,0,0,4.715702018,23.57851009,0,0,0,155.6181666,0,0,9.431404033,4.715702018,0,4.715702018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-11-02,KLSAC,12:45:00,8.872,190.1,274.5,178,0.13,88.2,10.2,7.49,38.69,2.65,0.84,0,1,2,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694
KNG8_1/8/2019_8:00,0,84.88263632,56.58842421,1895.712211,0,0,141.4710605,0,0,0,0,0,452.7073937,0,56.58842421,0,113.1768484,0,113.1768484,0,0,0,339.53054530000003,2716.244362,0,0,0,339.53054530000003,0,0,0,0,0,0,56.58842421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-08-01,KNG8,08:00:00,8.533,428.2,624,406,0.31,75.9,8.85,7.51,9.3,5.16,0.84,0,0,NA,NA,0.353429174
KNG9_1/29/2019_9:00,0,6790.610905,1414.710605,5658.842421,0,565.8842421,282.9421211,0,12166.51121,0,565.8842421,0,5375.9003,282.9421211,6790.610905,0,29143.03847,0,848.8263632,0,0,0,1131.768484,1131.768484,0,0,0,0,0,0,282.9421211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KNG9,09:00:00,11.929,378.8,504.3,328,0.25,63.7,6.85,7.24,31.27,5.24,0.84,0,0,5,NA,0.353429174
RRSAC2B_2/12/2019_12:00,0,0,19.80594847,260.3067514,0,0,0,2.829421211,166.9358514,0,0,0,220.6948544,8.488263632,25.46479089,0,48.10016058,0,0,0,0,0,19.80594847,8.488263632,0,0,0,8.488263632,0,0,0,0,0,0,0,0,0,0,0,0,0,5.658842421,0,0,0,0,0,0,0,0,0,NA,2019-12-02,RRSAC2B,12:00:00,8.684,176.2,253.6,165,0.12,91.3,10.63,7.49,37.22,2.5,0.85,0,1,3,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694
KNG1_1/8/2019_8:55,0,56.58842421,0,130.1533757,0,28.29421211,45.27073937,2.829421211,28.29421211,0,5.658842421,0,138.6416393,0,16.97652726,0,36.78247574,0,5.658842421,0,0,0,48.10016058,141.4710605,0,0,0,45.27073937,0,0,0,0,0,2.829421211,0,0,0,2.829421211,0,0,0,0,0,0,0,0,2.829421211,0,0,0,0,NA,2019-08-01,KNG1,08:55:00,8.067,434.8,641.9,417,0.31,83.1,9.81,7.51,6.92,3.87,0.85,0,0,NA,NA,0.353429174
KNGCAN_12/31/2018_11:30,0,14.89169058,0,223.3753587,0,0,307.7616053,0,89.35014349,0,4.963896861,0,238.2670493,183.6641838,59.56676233,0,258.1226368,4.963896861,29.78338116,0,0,0,0,555.9564485,0,0,0,4.963896861,0,0,0,4.963896861,0,0,9.927793722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KNGCAN,11:30:00,7.658,429.7,641.4,417,0.31,97.5,11.62,7.52,4.58,4.11,0.85,0,0,1,NA,0.353429174
KNG2_1/8/2019_8:47,0,14.14710605,16.97652726,152.7887454,0,2.829421211,22.63536968,0,50.92958179,0,0,0,288.6009635,0,16.97652726,0,107.518006,0,25.46479089,0,0,0,8.488263632,664.9139845,8.488263632,0,0,369.7110383,0,0,0,0,0,2.829421211,0,0,0,0,0,0,2.829421211,0,0,0,0,0,0,0,0,0,0,NA,2019-08-01,KNG2,08:47:00,8.152,427.9,630.2,410,0.31,76.4,9,7.37,8.66,4.15,0.85,0,0,NA,NA,0.353429174
KNG3_1/29/2019_10:00,0,169.7652743,254.6479115,848.8263716,0,0,254.6479115,0,8742.911628,0,3395.305487,0,1188.35692,0,2122.065929,0,1697.652743,0,169.7652743,0,0,0,3395.305487,679.0610973,0,0,0,679.0610973,0,0,0,0,0,84.88263716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KNG3,10:00:00,11.441,398.8,537.5,349,0.26,56.1,6.09,7.11,51.76,5.9,0.85,0,0,7,NA,0.353429174
